"name","address","lng","lat"
"PPHC3","3670 Delta Fair Boulevard
Antioch, CA 94509","-121.843167363707,","38.004117566072"
"PPHC4","2633 16th Street
Bakersfield, CA 93301","-119.032107453639,","35.372333393213"
"PPHC5","4070 Sterling Way
Baldwin Park, CA 91706
","-117.963199172656,","34.08503575075"
"PPHC6","916 W Burbank Blvd. #M
Burbank, CA 91506","-118.323353205967,","34.183616622264"
"PPHC7","21001 Sherman Way #9
Canoga Park, CA 91303","-118.593336768342,","34.201093279146"
"PPHC8","661 East University Drive
Carson, CA 90746","-118.264099744298,","33.858322462316"
"PPHC9","3100 Cohasset Rd.
Chico, CA 95973","-121.843528671421,","39.771808976455"
"PPHC10","1295 Broadway #201
Chula Vista, CA 91911","-117.078978338086,","32.60438088821"
"PPHC11","14671 Olympic Drive
Clearlake, CA 95422","-122.638266634222,","38.961782489939"
"PPHC12","49092 Las Cruces St, Coachella, CA 92236","-116.186556947708,","33.692074654329"
"PPHC13","4402 East Compton Blvd
Compton, CA 90221","-118.194409872989,","33.896089771363"
"PPHC14","2185 Pacheco Street
Concord, CA 94520","-122.034487953081,","37.978837649495"
"PPHC15","2079 Compton Avenue Suite #104
Corona, CA 92881","-117.536124110386,","33.850442826104"
"PPHC16","1520 Nutmeg Place Suite 101
Costa Mesa, CA 92626","-117.92078989457,","33.682030463032"
"PPHC17","1685 E. Main Street #301
El Cajon, CA 92021","-116.918957358064,","32.811554701791"
"PPHC18","1463 South 4th Street
El Centro, CA 92243","-115.552408843454,","32.7802754446"
"PPHC19","280 El Cerrito Plaza
El Cerrito, CA 94530","-122.299853255528,","37.900343777711"
"PPHC20","4786 N. Peck Road, Ste. B
El Monte, CA 91732","-118.014557916215,","34.090653545073"
"PPHC21","347 W. Mission Avenue
Escondido, CA 92025","-117.089921924706,","33.128880529598"
"PPHC22","3225 Timber Fall Court Suite B
Eureka, CA 95503","-124.135598215053,","40.778873662045"
"PPHC23","1325 Travis Blvd. #C
Fairfield, CA 94533","-122.051645393622,","38.257956771463"
"PPHC24","6095 N. 1st Street
Fresno, CA 93710","-119.772320238935,","36.824338468829"
"PPHC25","760 Renz Lane
Gilroy, CA 95020","-121.557692941537,","37.006792283237"
"PPHC26","130 W Route 66
Glendora, CA 91740","-117.863390694417,","34.12862181826"
"PPHC27","1032 A Street
Hayward, CA 94541","-122.083362090963,","37.674348501338"
"PPHC28","1780 E. Florida Ave
Hemet, CA 92544","-116.95327990801,","33.747703402295"
"PPHC29","2550 E. Slauson Ave
Huntington Park, CA 90255","-118.226408251346,","33.989157854302"
"PPHC30","905 N. La Brea Avenue
Inglewood, CA 90302","-118.357706975749,","33.974694426823"
"PPHC31","3224 W. Olympic Blvd, Suite 101
Koreatown, CA 90006","-118.306872899879,","34.052562952498"
"PPHC32","5525 Del Amo Blvd.
Lakewood, CA 90713","-118.124584386573,","33.847108455784"
"PPHC33"," Lawndale, CA
14623 Hawthorne Blvd. #300
Lawndale, CA 90260","-118.352805564747,","33.899163862594"
"PPHC34","2690 Pacific Avenue, Unit 260
Long Beach, CA 90806","-118.193634374518,","33.806003701306"
"PPHC35","2690 Pacific Avenue, Ste. 370
Long Beach, CA 90806","-118.193634374518,","33.806003701306"
"PPHC36","8520 So. Broadway
Los Angeles, CA 90003","-118.278214156824,","33.961278864486"
"PPHC37","1057 Kingston Avenue
Los Angeles, CA 90033","-118.209708987213,","34.056844959293"
"PPHC38","5068 Whittier Blvd.
Los Angeles, CA 90022","-118.160297683937,","34.020984788991"
"PPHC39","3637 S. La Brea Ave
Los Angeles, CA 90016","-118.35567235952,","34.020911148152"
"PPHC40","400 West 30th Street
Los Angeles, CA 90007","-118.27570584063,","34.023959967135"
"PPHC41","1014 1/2 N Vermont Ave
Los Angeles, CA 90029","-118.291662424327,","34.089946971918"
"PPHC42","5903 N. Figueroa Street
Los Angeles, CA 90042","-118.19076163848,","34.110658445688"
"PPHC43","500 E. Almond Suite #1
Madera, CA 93637","-120.052810036627,","36.945481467799"
"PPHC44","965 E. Yosemite Avenue Suite #2
Manteca, CA 95336","-121.203206710283,","37.797505260997"
"PPHC45","3166 Collins Dr.
Merced, CA 95348","-120.476577048365,","37.320961021131"
"PPHC46","26137 La Paz Rd., #200
Mission Viejo, CA 92691","-117.675877437532,","33.599108847222"
"PPHC47","1431 McHenry Avenue, Suite 100
Modesto, CA 95350","-120.994009935959,","37.664741690456"
"PPHC48","2500 California Street
Mountain View, CA 94040","-122.106137758818,","37.403127356658"
"PPHC49","25130 Hancock Avenue, Suite 100
Murrieta, CA 92562","-117.182402334327,","33.568003083305"
"PPHC50","935 Trancas Street Unit 4D
Napa, CA 94558","-122.294143662856,","38.323785439896"
"PPHC51","5700 Watt Ave.
North Highlands, CA 95660","-121.382805667642,","38.670334368975"
"PPHC52","1400 Broadway
Oakland, CA 94612","-122.271045724227,","37.804332161792"
"PPHC53","700 S. Tustin St.
Orange, CA 92866","-117.835805835357,","33.778215856083"
"PPHC54","2651 South C St Suite 100
Oxnard, CA 93033","-119.181256953606,","34.175291370355"
"PPHC55","533 E. Palmdale Boulevard, Ste. A1
Palmdale, CA 93550","-118.1200605461,","34.57970231378"
"PPHC56","1045 N. Lake Ave.
Pasadena, CA 91104","-118.132520870016,","34.164129247005"
"PPHC57","1550 N Garey Avenue
Pomona, CA 91767","-117.752152223181,","34.073449409538"
"PPHC58","71777 San Jacinto Drive, Suite 202
Rancho Mirage, CA 92270","-116.412733468322,","33.744257968908"
"PPHC59","2935 Bechelli Lane
Redding, CA 96002","-122.362474119333,","40.564122242475"
"PPHC60","2907 CA-82, Redwood City, CA 94061","-122.223155168934,","37.476291821854"
"PPHC61","2970 Hilltop Mall Road #307
Richmond, CA 94806","-122.330383652995,","37.978282283946"
"PPHC62","3772 Tibbetts Street
Riverside, CA 92506","-117.399337841116,","33.947220547428"
"PPHC63","729 Sunrise Ave. Suite 900
Roseville, CA 95661","-121.271961393819,","38.734108185975"
"PPHC64","201 29th Street, Ste. B
Sacramento, CA 95816","-121.463926888375,","38.582376935967"
"PPHC65","1125 10th Street
Sacramento, CA 95814","-121.493949917169,","38.579014085745"
"PPHC66","5385 Franklin Blvd., Suite A-D
Sacramento, CA 95820","-121.472482049028,","38.528101222712"
"PPHC67","316 N. Main Street
Salinas, CA 93901","-121.653430631221,","36.682473867872"
"PPHC68","1873 S. Commercenter Dr. W.
San Bernardino, CA 92408","-117.285258768979,","34.067840613438"
"PPHC69","220 Euclid Ave, Suite 30
San Diego, CA 92114","-117.085071927133,","32.706572542005"
"PPHC70","2017 First Avenue Suite 100
San Diego, CA 92101","-117.163832491061,","32.726347750795"
"PPHC71","4305 University Avenue, #350
San Diego, CA 92105","-117.101845916617,","32.7495609364"
"PPHC72","10717 Camino Ruiz Suite #258
San Diego, CA 92126","-117.143819774828,","32.913240418085"
"PPHC73","7035 Convoy Ct.
San Diego, CA 92111","-117.16429797253,","32.834597225355"
"PPHC74","4575 College Ave
San Diego, CA 92115","-117.066582302515,","32.76004674462"
"PPHC75","1522 Bush Street
San Francisco, CA 94109","-122.422468954344,","37.788481989082"
"PPHC76","5440 Thornwood Drive
San Jose, CA 95123","-121.860004603806,","37.253083398642"
"PPHC77","3131 Alum Rock Avenue
San Jose, CA 95127","-121.827574712332,","37.366199925173"
"PPHC78","1691 The Alameda
San Jose, CA 95126","-121.919155541953,","37.337400046796"
"PPHC79","1694 Tully Road Suite 40
San Jose, CA 95122","-121.826025719039,","37.322221807962"
"PPHC80","743 Pismo Street
San Luis Obispo, CA 93401","-120.661597365205,","35.277025540905"
"PPHC81","29 Baywood Ave
San Mateo, CA 94402","-122.328877741363,","37.564766787395"
"PPHC82","2 H Street
San Rafael, CA 94901","-122.538540483217,","37.974238635528"
"PPHC83","200 Porter Drive, Suite 200
San Ramon, CA 94583","-121.991033315152,","37.773570815167"
"PPHC84","1421 E. 17th St.
Santa Ana, CA 92705","-117.849710271631,","33.760076275069"
"PPHC85","518 Garden Street
Santa Barbara, CA 93101","-119.692320062442,","34.420229680029"
"PPHC86","1119 Pacific Ave. Suite 200
Santa Cruz, CA 95060","-122.025601304383,","36.971907810285"
"PPHC87","501 E Chapel Street
Santa Maria, CA 93454","-120.43003505066,","34.954370737902"
"PPHC88","1316 3rd Street Promenade #201
Santa Monica, CA 90401","-118.497418650929,","34.016703921368"
"PPHC89","1140 Sonoma Avenue Building 3
Santa Rosa, CA 95405","-122.699991364665,","38.441077802519"
"PPHC90","625 Hilby Ave.
Seaside, CA 93955","-121.850664039657,","36.602287411297"
"PPHC91","435 Grand Avenue
South San Francisco, CA 94080","-122.413954404848,","37.655960596346"
"PPHC92","4555 Precissi Lane
Stockton, CA 95207","-121.315073914634,","37.988737220259"
"PPHC93","678 N Wilson Way #G
Stockton, CA 95205","-121.273711550737,","37.964024986889"
"PPHC94","1200 Hillcrest, Thousand Oaks, CA 91320","-118.858877567637,","34.181025921329"
"PPHC95","1441 N. Tracy Blvd.
Tracy, CA 95376","-121.435137123949,","37.743984857314"
"PPHC96","242-A Hospital Drive
Ukiah, CA 95482","-123.203719505653,","39.15246158679"
"PPHC97","918 W. Foothill Blvd., #A
Upland, CA 91786","-117.663260882061,","34.106917648967"
"PPHC98","303 Sacramento Street
Vallejo, CA 94590","-122.258388773505,","38.100738102459"
"PPHC99","7100 Van Nuys Blvd. #108
Van Nuys, CA 91405","-118.448688992278,","34.199422435201"
"PPHC100","5400 Ralston Street
Ventura, CA 93003","-119.217835894464,","34.259679254358"
"PPHC101","15403 Park Ave. E.
Victorville, CA 92392","-117.326521743668,","34.506453058377"
"PPHC102","
211 N. Stevenson Street
Visalia, CA 93291","-119.300013051494,","36.331567331387"
"PPHC103","1964 Via Centre
Vista, CA 92081","-117.28365022619,","33.184003125505"
"PPHC104","1357 Oakland Blvd.
Walnut Creek, CA 94596","-122.0702292033,","37.89776665253"
"PPHC105","398 South Green Valley Road
Watsonville, CA 95076","-121.776993027591,","36.93034445531"
"PPHC106","869 Westbourne Dr.
West Hollywood, CA 90069","-118.379689814308,","34.086225166167"
"PPHC107","14372 Beach Blvd.
Westminster, CA 92683","-117.989432968146,","33.753179220268"
"PPHC108","7655 Greenleaf Ave
Whittier, CA 90602","-118.037435310815,","33.972665942859"
"PPHC109","520 Cottonwood Street Suite 10
Woodland, CA 95695
","-121.793402030273,","38.675413196458"
"PPHC110","430 Palora Ave. #G
Yuba City, CA 95991","-121.633436098371,","39.128166707304"
